OLS_lD,OLS_α,GLS_lD,GLS_α
-3.074858950252958,0.16367380589800007,-3.0239139110604984,0.202784497624336
-3.6557684643994257,0.22850281568144126,-3.589695252618254,0.3014071714002051
-3.3312701106080507,0.005535724381644513,-3.32617983904841,0.004441247382538729
-3.096279660094341,0.20981471802351592,-3.041185705644285,0.26462605077445844
-1.6652605585802212,1.043467491172498,-1.8000557480071988,0.9189937055904494
-2.9569156499204468,0.23056491615473718,-2.9490947038004967,0.2511867037422836
-3.2590446062280574,0.1929768642831391,-3.254433015193682,0.20497649187224265
-2.979663915411761,-0.012366179064343896,-2.956090009209257,0.03263891632885462
-3.4505608821972658,0.2967197583861996,-3.4184688878675535,0.33199384049957337
-2.2256993897147535,0.2999235908130249,-2.2269991049411604,0.294635380573497
-4.500954449554525,0.01212538387558837,-4.46730761105385,0.04513469601767758
-4.3806231993068785,0.06599552998107683,-4.405424989291876,0.04412834367582974
-3.9156438379306113,0.0178908059226508,-3.910231650199635,0.02158157554925359
-2.874192385595773,0.44643171615301114,-2.799198594516613,0.5011931630590672
-4.536841566456216,0.10097405906907753,-4.459973799570347,0.179513815694851
-3.9961764534052957,0.12966495029245806,-3.996548099520313,0.12450334392040746
-1.6740908663372531,0.980904999084629,-1.5854288308182565,1.0912122388567846
-4.282592807562089,-0.023983405635235044,-4.279220327063153,-0.01976439693540169
-4.08383538665778,0.19246254428248832,-4.07681968658762,0.20007811166255582
-4.044885471084671,0.0029476635427130304,-4.061849960427112,-0.0015682285304477596
-3.7992134285653307,0.09411640884823314,-3.7576662309652953,0.13617871975070603
-3.937446717399908,0.014674114470949462,-3.9675466638717425,-0.006680998158842814
-4.019630511551872,0.04087070983340979,-4.021371113829061,0.04597045213183676
-4.053934770759904,0.0420914512359829,-4.0819089998331854,0.00952298500597655
-3.5343841546713257,0.009380228556757686,-3.494861815981607,0.06158625067300852
-4.0555122782036115,0.03909200532505963,-4.070554521461192,0.027698774107362586
-4.044048314401117,0.03467113196680316,-4.016742228389443,0.07155694800579174
-3.906588115903345,0.07454459531588498,-3.9250203977482148,0.04977460830438703
-4.137961165370967,0.12349627924269768,-4.143543214983363,0.12601280160826636
-1.4076342123212093,1.1721949581394657,-1.712723385270544,0.8991456449227927
